# cid2code.txt (Beta Version 2018-05-15)
#
# The data in this table contains four tab-delimited columns of
# information. The contents of this file supplement "The Adobe-KR-9
# Character Collection":
#
# https://github.com/adobe-type-tools/Adobe-KR/
#
# This table contains lists CIDs 0 through 22875 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded
# value. Here are some common aspects of the data that you will find
# in this table:
#
# o All character codes are provided in hexadecimal notation.
#
# o There are cases of multiple code points mapping to the same CID
#   within a single CMap resource. These cases are comma-delimited
#   within the same column.
#
# The following is a synopsis of columns 2 through 4, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "UniAKR-UTF8-H" CMap resource
#   (Unicode Version 10.0 UTF-8 encoding).
#
# o Column 3: Character codes for the "UniAKR-UTF16-H" CMap resource
#   (Unicode Version 10.0 UTF-16 encoding).
#
# o Column 4: Character codes for the "UniAKR-UTF32-H" CMap resource
#   (Unicode Version 10.0 UTF-32 encoding).
#
CID	UniAKR-UTF8	UniAKR-UTF16	UniAKR-UTF32
10116	ecbea5	cfa5	0000cfa5
10117	ecbea6	cfa6	0000cfa6
10118	ecbea7	cfa7	0000cfa7
10119	ecbeaa	cfaa	0000cfaa
10120	ecbeab	cfab	0000cfab
10121	ecbead	cfad	0000cfad
10122	ecbeae	cfae	0000cfae
10123	ecbeaf	cfaf	0000cfaf
10124	ecbeb1	cfb1	0000cfb1
10125	ecbeb2	cfb2	0000cfb2
10126	ecbeb3	cfb3	0000cfb3
10127	ecbeb4	cfb4	0000cfb4
10128	ecbeb5	cfb5	0000cfb5
10129	ecbeb6	cfb6	0000cfb6
10130	ecbeb7	cfb7	0000cfb7
10131	ecbeba	cfba	0000cfba
10132	ecbebc	cfbc	0000cfbc
10133	ecbebe	cfbe	0000cfbe
10134	ecbebf	cfbf	0000cfbf
10135	ecbf80	cfc0	0000cfc0
10136	ecbf81	cfc1	0000cfc1
10137	ecbf82	cfc2	0000cfc2
10138	ecbf83	cfc3	0000cfc3
10139	ecbf86	cfc6	0000cfc6
10140	ecbf87	cfc7	0000cfc7
10141	ecbf89	cfc9	0000cfc9
10142	ecbf8a	cfca	0000cfca
10143	ecbf8b	cfcb	0000cfcb
10144	ecbf8d	cfcd	0000cfcd
10145	ecbf8e	cfce	0000cfce
10146	ecbf8f	cfcf	0000cfcf
10147	ecbf90	cfd0	0000cfd0
10148	ecbf91	cfd1	0000cfd1
10149	ecbf92	cfd2	0000cfd2
10150	ecbf93	cfd3	0000cfd3
10151	ecbf96	cfd6	0000cfd6
10152	ecbf98	cfd8	0000cfd8
10153	ecbf9a	cfda	0000cfda
10154	ecbf9b	cfdb	0000cfdb
10155	ecbf9c	cfdc	0000cfdc
10156	ecbf9d	cfdd	0000cfdd
10157	ecbf9e	cfde	0000cfde
10158	ecbf9f	cfdf	0000cfdf
10159	ecbfa2	cfe2	0000cfe2
10160	ecbfa3	cfe3	0000cfe3
10161	ecbfa5	cfe5	0000cfe5
10162	ecbfa6	cfe6	0000cfe6
10163	ecbfa9	cfe9	0000cfe9
10164	ecbfaa	cfea	0000cfea
10165	ecbfab	cfeb	0000cfeb
10166	ecbfac	cfec	0000cfec
10167	ecbfad	cfed	0000cfed
10168	ecbfae	cfee	0000cfee
10169	ecbfaf	cfef	0000cfef
10170	ecbfb2	cff2	0000cff2
10171	ecbfb4	cff4	0000cff4
10172	ecbfb6	cff6	0000cff6
10173	ecbfb7	cff7	0000cff7
10174	ecbfb8	cff8	0000cff8
10175	ecbfb9	cff9	0000cff9
10176	ecbfbb	cffb	0000cffb
10177	ecbfbe	cffe	0000cffe
10178	ecbfbf	cfff	0000cfff
10179	ed8081	d001	0000d001
10180	ed8082	d002	0000d002
10181	ed8085	d005	0000d005
10182	ed8086	d006	0000d006
10183	ed8087	d007	0000d007
10184	ed8088	d008	0000d008
10185	ed8089	d009	0000d009
10186	ed808a	d00a	0000d00a
10187	ed808b	d00b	0000d00b
10188	ed808e	d00e	0000d00e
10189	ed808f	d00f	0000d00f
10190	ed8092	d012	0000d012
10191	ed8093	d013	0000d013
10192	ed8094	d014	0000d014
10193	ed8095	d015	0000d015
10194	ed8096	d016	0000d016
10195	ed8097	d017	0000d017
10196	ed809a	d01a	0000d01a
10197	ed809b	d01b	0000d01b
10198	ed809d	d01d	0000d01d
10199	ed809e	d01e	0000d01e
10200	ed809f	d01f	0000d01f
10201	ed80a1	d021	0000d021
10202	ed80a2	d022	0000d022
10203	ed80a3	d023	0000d023
10204	ed80a4	d024	0000d024
10205	ed80a5	d025	0000d025
10206	ed80a6	d026	0000d026
10207	ed80a7	d027	0000d027
10208	ed80aa	d02a	0000d02a
10209	ed80ae	d02e	0000d02e
10210	ed80af	d02f	0000d02f
10211	ed80b0	d030	0000d030
10212	ed80b1	d031	0000d031
10213	ed80b2	d032	0000d032
10214	ed80b3	d033	0000d033
10215	ed80b6	d036	0000d036
10216	ed80b7	d037	0000d037
10217	ed80b9	d039	0000d039
10218	ed80ba	d03a	0000d03a
10219	ed80bd	d03d	0000d03d
10220	ed80be	d03e	0000d03e
10221	ed80bf	d03f	0000d03f
10222	ed8180	d040	0000d040
10223	ed8181	d041	0000d041
10224	ed8182	d042	0000d042
10225	ed8183	d043	0000d043
10226	ed8186	d046	0000d046
10227	ed8188	d048	0000d048
10228	ed818a	d04a	0000d04a
10229	ed818b	d04b	0000d04b
10230	ed818c	d04c	0000d04c
10231	ed818d	d04d	0000d04d
10232	ed818e	d04e	0000d04e
10233	ed818f	d04f	0000d04f
10234	ed8192	d052	0000d052
10235	ed8193	d053	0000d053
10236	ed8195	d055	0000d055
10237	ed8196	d056	0000d056
10238	ed8197	d057	0000d057
10239	ed8199	d059	0000d059
10240	ed819a	d05a	0000d05a
10241	ed819b	d05b	0000d05b
10242	ed819c	d05c	0000d05c
10243	ed819d	d05d	0000d05d
10244	ed819e	d05e	0000d05e
10245	ed819f	d05f	0000d05f
10246	ed81a2	d062	0000d062
10247	ed81a4	d064	0000d064
10248	ed81a6	d066	0000d066
10249	ed81a7	d067	0000d067
10250	ed81a9	d069	0000d069
10251	ed81aa	d06a	0000d06a
10252	ed81ab	d06b	0000d06b
10253	ed81ae	d06e	0000d06e
10254	ed81af	d06f	0000d06f
10255	ed81b1	d071	0000d071
10256	ed81b3	d073	0000d073
10257	ed81b5	d075	0000d075
10258	ed81b7	d077	0000d077
10259	ed81b8	d078	0000d078
10260	ed81b9	d079	0000d079
10261	ed81ba	d07a	0000d07a
10262	ed81bb	d07b	0000d07b
10263	ed81be	d07e	0000d07e
10264	ed8280	d080	0000d080
10265	ed8282	d082	0000d082
10266	ed8283	d083	0000d083
10267	ed8285	d085	0000d085
10268	ed8286	d086	0000d086
10269	ed8287	d087	0000d087
10270	ed828a	d08a	0000d08a
10271	ed828b	d08b	0000d08b
10272	ed828d	d08d	0000d08d
10273	ed828e	d08e	0000d08e
10274	ed828f	d08f	0000d08f
10275	ed8291	d091	0000d091
10276	ed8292	d092	0000d092
10277	ed8293	d093	0000d093
10278	ed8294	d094	0000d094
10279	ed8295	d095	0000d095
10280	ed8296	d096	0000d096
10281	ed8297	d097	0000d097
10282	ed829a	d09a	0000d09a
10283	ed829c	d09c	0000d09c
10284	ed829e	d09e	0000d09e
10285	ed829f	d09f	0000d09f
10286	ed82a0	d0a0	0000d0a0
10287	ed82a1	d0a1	0000d0a1
10288	ed82a2	d0a2	0000d0a2
10289	ed82a3	d0a3	0000d0a3
10290	ed82a6	d0a6	0000d0a6
10291	ed82a7	d0a7	0000d0a7
10292	ed82a9	d0a9	0000d0a9
10293	ed82aa	d0aa	0000d0aa
10294	ed82ad	d0ad	0000d0ad
10295	ed82ae	d0ae	0000d0ae
10296	ed82af	d0af	0000d0af
10297	ed82b0	d0b0	0000d0b0
10298	ed82b1	d0b1	0000d0b1
10299	ed82b2	d0b2	0000d0b2
10300	ed82b3	d0b3	0000d0b3
10301	ed82b6	d0b6	0000d0b6
10302	ed82ba	d0ba	0000d0ba
10303	ed82bb	d0bb	0000d0bb
10304	ed82bc	d0bc	0000d0bc
10305	ed82bd	d0bd	0000d0bd
10306	ed82bf	d0bf	0000d0bf
10307	ed8382	d0c2	0000d0c2
10308	ed8383	d0c3	0000d0c3
10309	ed8385	d0c5	0000d0c5
10310	ed8386	d0c6	0000d0c6
10311	ed838b	d0cb	0000d0cb
10312	ed838c	d0cc	0000d0cc
10313	ed838d	d0cd	0000d0cd
10314	ed838e	d0ce	0000d0ce
10315	ed8392	d0d2	0000d0d2
10316	ed8396	d0d6	0000d0d6
10317	ed8397	d0d7	0000d0d7
10318	ed8398	d0d8	0000d0d8
10319	ed8399	d0d9	0000d0d9
10320	ed839b	d0db	0000d0db
10321	ed839e	d0de	0000d0de
10322	ed839f	d0df	0000d0df
10323	ed83a1	d0e1	0000d0e1
10324	ed83a6	d0e6	0000d0e6
10325	ed83a7	d0e7	0000d0e7
10326	ed83a8	d0e8	0000d0e8
10327	ed83a9	d0e9	0000d0e9
10328	ed83aa	d0ea	0000d0ea
10329	ed83ab	d0eb	0000d0eb
10330	ed83ae	d0ee	0000d0ee
10331	ed83b2	d0f2	0000d0f2
10332	ed83b3	d0f3	0000d0f3
10333	ed83b4	d0f4	0000d0f4
10334	ed83b5	d0f5	0000d0f5
10335	ed83b7	d0f7	0000d0f7
10336	ed83ba	d0fa	0000d0fa
10337	ed83bb	d0fb	0000d0fb
10338	ed83bd	d0fd	0000d0fd
10339	ed83be	d0fe	0000d0fe
10340	ed83bf	d0ff	0000d0ff
10341	ed8481	d101	0000d101
10342	ed8482	d102	0000d102
10343	ed8483	d103	0000d103
10344	ed8484	d104	0000d104
10345	ed8485	d105	0000d105
10346	ed8486	d106	0000d106
10347	ed8487	d107	0000d107
10348	ed848a	d10a	0000d10a
10349	ed848c	d10c	0000d10c
10350	ed848e	d10e	0000d10e
10351	ed848f	d10f	0000d10f
10352	ed8490	d110	0000d110
10353	ed8491	d111	0000d111
10354	ed8492	d112	0000d112
10355	ed8493	d113	0000d113
10356	ed8495	d115	0000d115
10357	ed8496	d116	0000d116
10358	ed8497	d117	0000d117
10359	ed8499	d119	0000d119
10360	ed849b	d11b	0000d11b
10361	ed849c	d11c	0000d11c
10362	ed849d	d11d	0000d11d
10363	ed849e	d11e	0000d11e
10364	ed849f	d11f	0000d11f
10365	ed84a0	d120	0000d120
10366	ed84a1	d121	0000d121
10367	ed84a2	d122	0000d122
10368	ed84a3	d123	0000d123
10369	ed84a4	d124	0000d124
10370	ed84a5	d125	0000d125
10371	ed84a6	d126	0000d126
10372	ed84a7	d127	0000d127
10373	ed84a8	d128	0000d128
10374	ed84a9	d129	0000d129
10375	ed84aa	d12a	0000d12a
10376	ed84ab	d12b	0000d12b
10377	ed84ac	d12c	0000d12c
10378	ed84ad	d12d	0000d12d
10379	ed84ae	d12e	0000d12e
10380	ed84af	d12f	0000d12f
10381	ed84b2	d132	0000d132
10382	ed84b3	d133	0000d133
10383	ed84b5	d135	0000d135
10384	ed84b6	d136	0000d136
10385	ed84bc	d13c	0000d13c
10386	ed84bd	d13d	0000d13d
10387	ed84be	d13e	0000d13e
10388	ed84bf	d13f	0000d13f
10389	ed8582	d142	0000d142
10390	ed8586	d146	0000d146
10391	ed8587	d147	0000d147
10392	ed8588	d148	0000d148
10393	ed8589	d149	0000d149
10394	ed858a	d14a	0000d14a
10395	ed858b	d14b	0000d14b
10396	ed858e	d14e	0000d14e
10397	ed858f	d14f	0000d14f
10398	ed8591	d151	0000d151
10399	ed8592	d152	0000d152
10400	ed8595	d155	0000d155
10401	ed8596	d156	0000d156
10402	ed8597	d157	0000d157
10403	ed8598	d158	0000d158
10404	ed8599	d159	0000d159
10405	ed859a	d15a	0000d15a
10406	ed859b	d15b	0000d15b
10407	ed859e	d15e	0000d15e
10408	ed85a2	d162	0000d162
10409	ed85a3	d163	0000d163
10410	ed85a4	d164	0000d164
10411	ed85a5	d165	0000d165
10412	ed85a7	d167	0000d167
10413	ed85aa	d16a	0000d16a
10414	ed85ab	d16b	0000d16b
10415	ed85ad	d16d	0000d16d
10416	ed85ae	d16e	0000d16e
10417	ed85b1	d171	0000d171
10418	ed85b2	d172	0000d172
10419	ed85b3	d173	0000d173
10420	ed85b4	d174	0000d174
10421	ed85b5	d175	0000d175
10422	ed85b6	d176	0000d176
10423	ed85b7	d177	0000d177
10424	ed85ba	d17a	0000d17a
10425	ed85be	d17e	0000d17e
10426	ed85bf	d17f	0000d17f
10427	ed8680	d180	0000d180
10428	ed8681	d181	0000d181
10429	ed8682	d182	0000d182
10430	ed8683	d183	0000d183
10431	ed8686	d186	0000d186
10432	ed8687	d187	0000d187
10433	ed8689	d189	0000d189
10434	ed868a	d18a	0000d18a
10435	ed868b	d18b	0000d18b
10436	ed868d	d18d	0000d18d
10437	ed868e	d18e	0000d18e
10438	ed868f	d18f	0000d18f
10439	ed8690	d190	0000d190
10440	ed8691	d191	0000d191
10441	ed8692	d192	0000d192
10442	ed8693	d193	0000d193
10443	ed8695	d195	0000d195
10444	ed8696	d196	0000d196
10445	ed8698	d198	0000d198
10446	ed869a	d19a	0000d19a
10447	ed869b	d19b	0000d19b
10448	ed869c	d19c	0000d19c
10449	ed869d	d19d	0000d19d
10450	ed869e	d19e	0000d19e
10451	ed869f	d19f	0000d19f
10452	ed86a2	d1a2	0000d1a2
10453	ed86a3	d1a3	0000d1a3
10454	ed86a5	d1a5	0000d1a5
10455	ed86a6	d1a6	0000d1a6
10456	ed86a9	d1a9	0000d1a9
10457	ed86aa	d1aa	0000d1aa
10458	ed86ab	d1ab	0000d1ab
10459	ed86ac	d1ac	0000d1ac
10460	ed86ad	d1ad	0000d1ad
10461	ed86ae	d1ae	0000d1ae
10462	ed86af	d1af	0000d1af
10463	ed86b2	d1b2	0000d1b2
10464	ed86b4	d1b4	0000d1b4
10465	ed86b6	d1b6	0000d1b6
10466	ed86bb	d1bb	0000d1bb
10467	ed86be	d1be	0000d1be
10468	ed86bf	d1bf	0000d1bf
10469	ed8781	d1c1	0000d1c1
10470	ed8782	d1c2	0000d1c2
10471	ed8783	d1c3	0000d1c3
10472	ed8785	d1c5	0000d1c5
10473	ed8786	d1c6	0000d1c6
10474	ed8787	d1c7	0000d1c7
10475	ed8788	d1c8	0000d1c8
10476	ed8789	d1c9	0000d1c9
10477	ed878a	d1ca	0000d1ca
10478	ed878b	d1cb	0000d1cb
10479	ed878e	d1ce	0000d1ce
10480	ed8790	d1d0	0000d1d0
10481	ed8792	d1d2	0000d1d2
10482	ed8793	d1d3	0000d1d3
10483	ed8794	d1d4	0000d1d4
10484	ed8795	d1d5	0000d1d5
10485	ed8796	d1d6	0000d1d6
10486	ed8797	d1d7	0000d1d7
10487	ed8799	d1d9	0000d1d9
10488	ed879a	d1da	0000d1da
10489	ed879b	d1db	0000d1db
10490	ed879c	d1dc	0000d1dc
10491	ed879d	d1dd	0000d1dd
10492	ed879e	d1de	0000d1de
10493	ed879f	d1df	0000d1df
10494	ed87a0	d1e0	0000d1e0
10495	ed87a1	d1e1	0000d1e1
10496	ed87a2	d1e2	0000d1e2
10497	ed87a3	d1e3	0000d1e3
10498	ed87a4	d1e4	0000d1e4
10499	ed87a5	d1e5	0000d1e5
10500	ed87a6	d1e6	0000d1e6
10501	ed87a7	d1e7	0000d1e7
10502	ed87a8	d1e8	0000d1e8
10503	ed87a9	d1e9	0000d1e9
10504	ed87aa	d1ea	0000d1ea
10505	ed87ab	d1eb	0000d1eb
10506	ed87ae	d1ee	0000d1ee
10507	ed87af	d1ef	0000d1ef
10508	ed87b0	d1f0	0000d1f0
10509	ed87b1	d1f1	0000d1f1
10510	ed87b2	d1f2	0000d1f2
10511	ed87b3	d1f3	0000d1f3
10512	ed87b6	d1f6	0000d1f6
10513	ed87b7	d1f7	0000d1f7
10514	ed87b9	d1f9	0000d1f9
10515	ed87ba	d1fa	0000d1fa
10516	ed87bd	d1fd	0000d1fd
10517	ed87be	d1fe	0000d1fe
10518	ed87bf	d1ff	0000d1ff
10519	ed8880	d200	0000d200
10520	ed8881	d201	0000d201
10521	ed8882	d202	0000d202
10522	ed8883	d203	0000d203
10523	ed8886	d206	0000d206
10524	ed888a	d20a	0000d20a
10525	ed888b	d20b	0000d20b
10526	ed888c	d20c	0000d20c
10527	ed888d	d20d	0000d20d
10528	ed888e	d20e	0000d20e
10529	ed888f	d20f	0000d20f
10530	ed8892	d212	0000d212
10531	ed8893	d213	0000d213
10532	ed8895	d215	0000d215
10533	ed8896	d216	0000d216
10534	ed8897	d217	0000d217
10535	ed8899	d219	0000d219
10536	ed889a	d21a	0000d21a
10537	ed889b	d21b	0000d21b
10538	ed889c	d21c	0000d21c
10539	ed889d	d21d	0000d21d
10540	ed889e	d21e	0000d21e
10541	ed889f	d21f	0000d21f
10542	ed88a2	d222	0000d222
10543	ed88a4	d224	0000d224
10544	ed88a6	d226	0000d226
10545	ed88a7	d227	0000d227
10546	ed88a8	d228	0000d228
10547	ed88a9	d229	0000d229
10548	ed88aa	d22a	0000d22a
10549	ed88ab	d22b	0000d22b
10550	ed88ae	d22e	0000d22e
10551	ed88af	d22f	0000d22f
10552	ed88b1	d231	0000d231
10553	ed88b2	d232	0000d232
10554	ed88b5	d235	0000d235
10555	ed88b7	d237	0000d237
10556	ed88b8	d238	0000d238
10557	ed88b9	d239	0000d239
10558	ed88ba	d23a	0000d23a
10559	ed88bb	d23b	0000d23b
10560	ed88be	d23e	0000d23e
10561	ed8980	d240	0000d240
10562	ed8982	d242	0000d242
10563	ed8983	d243	0000d243
10564	ed8984	d244	0000d244
10565	ed8985	d245	0000d245
10566	ed8986	d246	0000d246
10567	ed8987	d247	0000d247
10568	ed898a	d24a	0000d24a
10569	ed898b	d24b	0000d24b
10570	ed898d	d24d	0000d24d
10571	ed898e	d24e	0000d24e
10572	ed8991	d251	0000d251
10573	ed8992	d252	0000d252
10574	ed8993	d253	0000d253
10575	ed8995	d255	0000d255
10576	ed8996	d256	0000d256
10577	ed8997	d257	0000d257
10578	ed899a	d25a	0000d25a
10579	ed899e	d25e	0000d25e
10580	ed899f	d25f	0000d25f
10581	ed89a0	d260	0000d260
10582	ed89a1	d261	0000d261
10583	ed89a2	d262	0000d262
10584	ed89a3	d263	0000d263
10585	ed89a6	d266	0000d266
10586	ed89a7	d267	0000d267
10587	ed89a9	d269	0000d269
10588	ed89aa	d26a	0000d26a
10589	ed89ad	d26d	0000d26d
10590	ed89ae	d26e	0000d26e
10591	ed89af	d26f	0000d26f
10592	ed89b0	d270	0000d270
10593	ed89b1	d271	0000d271
10594	ed89b2	d272	0000d272
10595	ed89b3	d273	0000d273
10596	ed89b6	d276	0000d276
10597	ed89ba	d27a	0000d27a
10598	ed89bb	d27b	0000d27b
10599	ed89bc	d27c	0000d27c
10600	ed89bd	d27d	0000d27d
10601	ed89be	d27e	0000d27e
10602	ed89bf	d27f	0000d27f
10603	ed8a82	d282	0000d282
10604	ed8a83	d283	0000d283
10605	ed8a85	d285	0000d285
10606	ed8a86	d286	0000d286
10607	ed8a89	d289	0000d289
10608	ed8a8a	d28a	0000d28a
10609	ed8a8b	d28b	0000d28b
10610	ed8a8c	d28c	0000d28c
10611	ed8a8d	d28d	0000d28d
10612	ed8a8e	d28e	0000d28e
10613	ed8a8f	d28f	0000d28f
10614	ed8a92	d292	0000d292
10615	ed8a94	d294	0000d294
10616	ed8a96	d296	0000d296
10617	ed8a97	d297	0000d297
10618	ed8a98	d298	0000d298
10619	ed8a99	d299	0000d299
10620	ed8a9a	d29a	0000d29a
10621	ed8a9b	d29b	0000d29b
10622	ed8a9e	d29e	0000d29e
10623	ed8a9f	d29f	0000d29f
10624	ed8aa1	d2a1	0000d2a1
10625	ed8aa2	d2a2	0000d2a2
10626	ed8aa3	d2a3	0000d2a3
10627	ed8aa5	d2a5	0000d2a5
10628	ed8aa6	d2a6	0000d2a6
10629	ed8aa7	d2a7	0000d2a7
10630	ed8aa8	d2a8	0000d2a8
10631	ed8aa9	d2a9	0000d2a9
10632	ed8aaa	d2aa	0000d2aa
10633	ed8aab	d2ab	0000d2ab
10634	ed8aae	d2ae	0000d2ae
10635	ed8ab0	d2b0	0000d2b0
10636	ed8ab2	d2b2	0000d2b2
10637	ed8ab3	d2b3	0000d2b3
10638	ed8ab4	d2b4	0000d2b4
10639	ed8ab5	d2b5	0000d2b5
10640	ed8ab6	d2b6	0000d2b6
10641	ed8ab7	d2b7	0000d2b7
10642	ed8aba	d2ba	0000d2ba
10643	ed8abd	d2bd	0000d2bd
10644	ed8abe	d2be	0000d2be
10645	ed8b83	d2c3	0000d2c3
10646	ed8b85	d2c5	0000d2c5
10647	ed8b86	d2c6	0000d2c6
10648	ed8b87	d2c7	0000d2c7
10649	ed8b8a	d2ca	0000d2ca
10650	ed8b8c	d2cc	0000d2cc
10651	ed8b8e	d2ce	0000d2ce
10652	ed8b8f	d2cf	0000d2cf
10653	ed8b90	d2d0	0000d2d0
10654	ed8b92	d2d2	0000d2d2
10655	ed8b93	d2d3	0000d2d3
10656	ed8b96	d2d6	0000d2d6
10657	ed8b97	d2d7	0000d2d7
10658	ed8b99	d2d9	0000d2d9
10659	ed8b9a	d2da	0000d2da
10660	ed8b9b	d2db	0000d2db
10661	ed8b9d	d2dd	0000d2dd
10662	ed8b9e	d2de	0000d2de
10663	ed8b9f	d2df	0000d2df
10664	ed8ba1	d2e1	0000d2e1
10665	ed8ba2	d2e2	0000d2e2
10666	ed8ba3	d2e3	0000d2e3
10667	ed8ba6	d2e6	0000d2e6
10668	ed8ba8	d2e8	0000d2e8
10669	ed8baa	d2ea	0000d2ea
10670	ed8bab	d2eb	0000d2eb
10671	ed8bac	d2ec	0000d2ec
10672	ed8bad	d2ed	0000d2ed
10673	ed8bae	d2ee	0000d2ee
10674	ed8baf	d2ef	0000d2ef
10675	ed8bb2	d2f2	0000d2f2
10676	ed8bb3	d2f3	0000d2f3
10677	ed8bb5	d2f5	0000d2f5
10678	ed8bb6	d2f6	0000d2f6
10679	ed8bb9	d2f9	0000d2f9
10680	ed8bba	d2fa	0000d2fa
10681	ed8bbb	d2fb	0000d2fb
10682	ed8bbc	d2fc	0000d2fc
10683	ed8bbd	d2fd	0000d2fd
10684	ed8bbe	d2fe	0000d2fe
10685	ed8bbf	d2ff	0000d2ff
10686	ed8c82	d302	0000d302
10687	ed8c84	d304	0000d304
10688	ed8c86	d306	0000d306
10689	ed8c87	d307	0000d307
10690	ed8c89	d309	0000d309
10691	ed8c8b	d30b	0000d30b
10692	ed8c8f	d30f	0000d30f
10693	ed8c92	d312	0000d312
10694	ed8c95	d315	0000d315
10695	ed8c97	d317	0000d317
10696	ed8c98	d318	0000d318
10697	ed8c99	d319	0000d319
10698	ed8c9a	d31a	0000d31a
10699	ed8c9b	d31b	0000d31b
10700	ed8c9e	d31e	0000d31e
10701	ed8ca2	d322	0000d322
10702	ed8ca7	d327	0000d327
10703	ed8caa	d32a	0000d32a
10704	ed8cab	d32b	0000d32b
10705	ed8cad	d32d	0000d32d
10706	ed8cae	d32e	0000d32e
10707	ed8cb1	d331	0000d331
10708	ed8cb2	d332	0000d332
10709	ed8cb3	d333	0000d333
10710	ed8cb4	d334	0000d334
10711	ed8cb5	d335	0000d335
10712	ed8cb6	d336	0000d336
10713	ed8cb7	d337	0000d337
10714	ed8cba	d33a	0000d33a
10715	ed8cbe	d33e	0000d33e
10716	ed8cbf	d33f	0000d33f
10717	ed8d80	d340	0000d340
10718	ed8d82	d342	0000d342
10719	ed8d83	d343	0000d343
10720	ed8d86	d346	0000d346
10721	ed8d87	d347	0000d347
10722	ed8d89	d349	0000d349
10723	ed8d8a	d34a	0000d34a
10724	ed8d8b	d34b	0000d34b
10725	ed8d8d	d34d	0000d34d
10726	ed8d8e	d34e	0000d34e
10727	ed8d8f	d34f	0000d34f
10728	ed8d90	d350	0000d350
10729	ed8d91	d351	0000d351
10730	ed8d92	d352	0000d352
10731	ed8d93	d353	0000d353
10732	ed8d96	d356	0000d356
10733	ed8d98	d358	0000d358
10734	ed8d9a	d35a	0000d35a
10735	ed8d9b	d35b	0000d35b
10736	ed8d9c	d35c	0000d35c
10737	ed8d9e	d35e	0000d35e
10738	ed8d9f	d35f	0000d35f
10739	ed8da1	d361	0000d361
10740	ed8da2	d362	0000d362
10741	ed8da3	d363	0000d363
10742	ed8da4	d364	0000d364
10743	ed8da5	d365	0000d365
10744	ed8da6	d366	0000d366
10745	ed8da7	d367	0000d367
10746	ed8da8	d368	0000d368
10747	ed8da9	d369	0000d369
10748	ed8daa	d36a	0000d36a
10749	ed8dab	d36b	0000d36b
10750	ed8dac	d36c	0000d36c
10751	ed8dad	d36d	0000d36d
10752	ed8dae	d36e	0000d36e
10753	ed8daf	d36f	0000d36f
10754	ed8db0	d370	0000d370
10755	ed8db1	d371	0000d371
10756	ed8db2	d372	0000d372
10757	ed8db3	d373	0000d373
10758	ed8db4	d374	0000d374
10759	ed8db5	d375	0000d375
10760	ed8db6	d376	0000d376
10761	ed8db7	d377	0000d377
10762	ed8db8	d378	0000d378
10763	ed8db9	d379	0000d379
10764	ed8dba	d37a	0000d37a
10765	ed8dbb	d37b	0000d37b
10766	ed8dbe	d37e	0000d37e
10767	ed8dbf	d37f	0000d37f
10768	ed8e81	d381	0000d381
10769	ed8e82	d382	0000d382
10770	ed8e85	d385	0000d385
10771	ed8e86	d386	0000d386
10772	ed8e87	d387	0000d387
10773	ed8e88	d388	0000d388
10774	ed8e89	d389	0000d389
10775	ed8e8a	d38a	0000d38a
10776	ed8e8b	d38b	0000d38b
10777	ed8e92	d392	0000d392
10778	ed8e93	d393	0000d393
10779	ed8e94	d394	0000d394
10780	ed8e97	d397	0000d397
10781	ed8e9a	d39a	0000d39a
10782	ed8e9b	d39b	0000d39b
10783	ed8e9d	d39d	0000d39d
10784	ed8e9e	d39e	0000d39e
10785	ed8ea1	d3a1	0000d3a1
10786	ed8ea2	d3a2	0000d3a2
10787	ed8ea3	d3a3	0000d3a3
10788	ed8ea4	d3a4	0000d3a4
10789	ed8ea5	d3a5	0000d3a5
10790	ed8ea6	d3a6	0000d3a6
10791	ed8ea7	d3a7	0000d3a7
10792	ed8eaa	d3aa	0000d3aa
10793	ed8eae	d3ae	0000d3ae
10794	ed8eaf	d3af	0000d3af
10795	ed8eb0	d3b0	0000d3b0
10796	ed8eb1	d3b1	0000d3b1
10797	ed8eb3	d3b3	0000d3b3
10798	ed8eb6	d3b6	0000d3b6
10799	ed8eb7	d3b7	0000d3b7
10800	ed8eba	d3ba	0000d3ba
10801	ed8ebd	d3bd	0000d3bd
10802	ed8ebe	d3be	0000d3be
10803	ed8ebf	d3bf	0000d3bf
10804	ed8f80	d3c0	0000d3c0
10805	ed8f81	d3c1	0000d3c1
10806	ed8f82	d3c2	0000d3c2
10807	ed8f83	d3c3	0000d3c3
10808	ed8f86	d3c6	0000d3c6
10809	ed8f8a	d3ca	0000d3ca
10810	ed8f8b	d3cb	0000d3cb
10811	ed8f8c	d3cc	0000d3cc
10812	ed8f8d	d3cd	0000d3cd
10813	ed8f8e	d3ce	0000d3ce
10814	ed8f8f	d3cf	0000d3cf
10815	ed8f92	d3d2	0000d3d2
10816	ed8f93	d3d3	0000d3d3
10817	ed8f95	d3d5	0000d3d5
10818	ed8f96	d3d6	0000d3d6
10819	ed8f99	d3d9	0000d3d9
10820	ed8f9a	d3da	0000d3da
10821	ed8f9b	d3db	0000d3db
10822	ed8f9c	d3dc	0000d3dc
10823	ed8f9d	d3dd	0000d3dd
10824	ed8f9e	d3de	0000d3de
10825	ed8f9f	d3df	0000d3df
10826	ed8fa2	d3e2	0000d3e2
10827	ed8fa4	d3e4	0000d3e4
10828	ed8fa6	d3e6	0000d3e6
